city,lat,lon,date,rainfall_weekly,rainfall_30d,rainfall_90d,temp_mean,temp_max,temp_min,humidity_mean,wind_speed,solar_radiation,et0,Sample_ID,Soil_Collection_Date,Depth_cm,pH,Org_Carbon_pct,Nitrogen_pct,Texture_Code
Thane,19.2183,72.9781,2024-09-08,174.11,971.33,3662.47,27.63,30.29,24.98,85.87,15.72,10.5,3.61,S_0181,2024-11-30,0-20,6.81,1.77,0.12,SL
Thane,19.2183,72.9781,2024-09-15,232.95,981.41,3448.52,26.22,28.53,23.91,91.22,18.81,7.21,3.18,S_0181,2024-11-30,0-20,6.81,1.77,0.12,SL
Thane,19.2183,72.9781,2024-09-22,466.26,1194.17,3431.75,25.69,28.2,23.18,89.17,18.13,8.07,3.21,S_0181,2024-11-30,0-20,6.81,1.77,0.12,SL
Thane,19.2183,72.9781,2024-09-29,305.26,1235.88,3441.91,25.77,28.42,23.12,90.47,18.55,7.89,3.22,S_0181,2024-11-30,0-20,6.81,1.77,0.12,SL
Thane,19.2183,72.9781,2024-10-06,63.97,1075.67,3352.13,27.94,32.42,23.47,80.57,9.87,23.93,4.28,S_0181,2024-11-30,0-20,6.81,1.77,0.12,SL
Thane,19.2183,72.9781,2024-10-13,0.0,883.96,3113.44,28.17,31.86,24.48,80.37,6.21,26.07,3.81,S_0181,2024-11-30,0-20,6.81,1.77,0.12,SL
Thane,19.2183,72.9781,2024-10-20,0.0,451.64,2789.05,27.02,31.61,22.42,77.8,4.9,25.29,4.02,S_0181,2024-11-30,0-20,6.81,1.77,0.12,SL
Thane,19.2183,72.9781,2024-10-27,0.0,167.44,2636.06,27.41,31.27,23.55,79.69,10.06,24.51,3.59,S_0181,2024-11-30,0-20,6.81,1.77,0.12,SL
Thane,19.2183,72.9781,2024-11-03,1.01,1.01,2169.32,25.73,29.84,21.62,82.9,6.23,21.2,3.47,S_0181,2024-11-30,0-20,6.81,1.77,0.12,SL
Thane,19.2183,72.9781,2024-11-10,0.53,1.54,1991.52,26.62,31.44,21.79,79.28,7.09,20.59,3.72,S_0181,2024-11-30,0-20,6.81,1.77,0.12,SL
Thane,19.2183,72.9781,2024-11-17,23.37,24.91,1748.85,24.19,28.81,19.57,80.7,4.84,17.59,3.34,S_0181,2024-11-30,0-20,6.81,1.77,0.12,SL
Thane,19.2183,72.9781,2024-11-24,0.0,24.91,1493.98,24.95,29.23,20.67,80.93,8.22,21.86,3.2,S_0181,2024-11-30,0-20,6.81,1.77,0.12,SL
Thane,19.2183,72.9781,2024-12-01,0.0,23.9,1163.94,24.36,28.63,20.09,79.31,6.26,21.42,3.09,S_0181,2024-11-30,0-20,6.81,1.77,0.12,SL
Thane,19.2183,72.9781,2024-12-08,0.0,23.37,1060.56,20.1,24.74,15.45,81.52,7.1,21.09,2.85,S_0181,2024-11-30,0-20,6.81,1.77,0.12,SL
Thane,19.2183,72.9781,2024-12-15,0.0,0.0,743.0,21.38,24.85,17.92,78.33,6.95,20.89,2.53,S_0181,2024-11-30,0-20,6.81,1.77,0.12,SL
Thane,19.2183,72.9781,2024-12-22,0.0,0.0,394.13,20.62,24.53,16.71,80.93,7.81,20.83,2.62,S_0181,2024-11-30,0-20,6.81,1.77,0.12,SL
Thane,19.2183,72.9781,2024-12-29,0.0,0.0,24.91,19.4,23.74,15.07,81.08,7.86,20.9,2.68,S_0181,2024-11-30,0-20,6.81,1.77,0.12,SL
Navi Mumbai,19.033,73.0297,2020-01-05,0.0,0.0,0.0,20.78,25.08,16.47,77.5,5.69,21.19,2.8,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-01-12,0.0,0.0,0.0,19.9,24.18,15.62,76.92,6.66,21.47,2.76,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-01-19,0.0,0.0,0.0,20.13,23.95,16.31,81.38,6.19,21.91,2.69,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-01-26,0.0,0.0,0.0,19.94,23.73,16.15,78.23,6.44,22.46,2.73,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-02-02,0.0,0.0,0.0,20.2,24.44,15.96,78.64,9.15,23.11,2.99,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-02-09,0.0,0.0,0.0,19.47,23.49,15.46,79.55,7.46,23.82,2.94,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-02-16,0.0,0.0,0.0,20.98,25.4,16.56,79.27,7.18,24.59,3.32,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-02-23,0.0,0.0,0.0,20.8,24.76,16.85,80.06,6.54,25.38,3.22,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-03-01,0.0,0.0,0.0,21.27,25.67,16.88,83.36,6.87,26.19,3.54,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-03-08,8.48,8.48,8.48,28.53,32.64,24.43,80.62,12.5,24.08,4.18,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-03-15,0.0,8.48,8.48,28.76,32.81,24.7,77.58,13.76,27.73,4.32,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-03-22,6.28,14.77,14.77,29.07,32.56,25.57,80.55,11.3,25.37,4.12,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-03-29,0.0,14.77,14.77,30.5,34.59,26.4,78.47,14.15,29.06,4.7,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-04-05,0.0,6.28,14.77,30.36,34.37,26.34,78.77,13.24,29.62,4.71,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-04-12,0.69,6.97,15.46,30.32,34.39,26.24,83.02,13.46,26.89,4.81,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-04-19,0.0,0.69,15.46,30.47,34.19,26.74,81.13,12.87,30.49,4.7,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-04-26,17.84,18.53,33.3,32.0,36.11,27.89,81.66,12.35,27.5,5.13,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-05-03,0.0,18.53,33.3,32.37,36.45,28.29,79.06,10.31,31.04,5.21,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-05-10,0.0,17.84,33.3,32.64,37.13,28.15,85.02,11.62,31.22,5.53,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-05-17,1.31,19.15,34.61,31.46,35.69,27.24,79.32,10.87,27.98,5.22,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-05-24,0.0,1.31,34.61,32.11,36.9,27.32,78.18,11.94,31.41,5.68,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-05-31,0.0,1.31,34.61,32.47,36.2,28.75,79.97,11.45,31.45,5.05,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-06-07,318.65,319.96,344.77,26.33,28.68,23.98,88.62,18.55,8.99,3.5,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-06-14,462.41,781.05,807.18,27.97,30.7,25.24,89.51,17.35,7.87,3.94,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-06-21,234.82,1015.87,1035.72,28.0,30.81,25.2,87.99,18.9,10.11,3.99,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-06-28,284.24,1300.11,1319.96,27.94,30.45,25.42,88.13,17.92,11.22,3.76,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-07-05,377.05,1454.0,1696.32,27.13,29.89,24.37,91.24,19.06,7.85,3.88,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-07-12,243.19,1193.95,1939.5,27.68,30.0,25.37,87.95,19.72,7.83,3.57,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-07-19,295.81,1260.55,2235.32,27.6,30.06,25.15,91.74,19.89,8.93,3.68,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-07-26,306.41,1275.82,2523.89,28.49,30.65,26.32,90.86,19.55,8.91,3.52,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-08-02,356.82,1321.17,2880.71,27.98,30.36,25.61,87.69,14.82,8.87,3.58,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-08-09,266.93,1361.64,3146.32,28.42,30.95,25.89,91.05,18.03,8.82,3.76,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-08-16,392.72,1403.37,3539.04,28.77,31.26,26.29,89.46,18.94,7.66,3.71,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-08-23,334.0,1419.46,3873.04,28.0,30.63,25.37,90.38,18.49,8.67,3.72,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-08-30,366.32,1556.82,4194.02,26.85,29.85,23.85,91.1,16.69,7.5,3.85,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-09-06,276.95,1393.63,4144.59,27.61,30.33,24.89,89.5,17.81,8.45,3.67,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-09-13,255.93,1467.36,3982.56,26.05,28.53,23.56,87.33,17.87,8.31,3.31,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-09-20,322.83,1229.47,4079.19,26.94,29.38,24.51,93.87,16.96,7.11,3.27,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-09-27,527.46,1404.16,4307.35,26.17,28.59,23.75,90.73,19.53,6.95,3.16,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-10-04,102.59,1415.0,4043.34,26.33,30.09,22.57,86.78,11.97,18.32,3.8,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-10-11,6.91,1003.73,3766.29,26.7,30.78,22.62,81.49,6.78,23.5,3.91,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-10-18,0.0,695.98,3489.93,26.87,30.57,23.17,79.85,6.32,25.57,3.61,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-10-25,45.66,217.33,3237.24,26.25,30.69,21.81,80.92,7.1,19.53,3.8,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-11-01,0.0,52.57,2870.53,26.32,30.65,21.98,80.47,6.08,24.03,3.65,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-11-08,4.1,49.76,2551.04,26.1,30.24,21.96,80.65,6.85,20.85,3.44,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-11-15,2.45,52.21,2233.93,25.82,29.79,21.84,82.36,6.24,20.21,3.25,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-11-22,0.0,12.41,1901.2,25.43,29.97,20.9,79.08,6.53,22.09,3.36,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-11-29,16.51,23.06,1533.54,24.4,28.39,20.4,82.15,6.63,19.3,3.01,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-12-06,0.0,23.06,1284.43,21.91,25.74,18.09,81.02,8.48,21.25,2.74,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-12-13,0.0,16.51,956.36,20.83,24.38,17.28,80.84,6.27,21.02,2.52,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-12-20,0.0,16.51,593.19,20.04,24.72,15.35,81.08,7.22,20.91,2.82,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2020-12-27,0.0,0.0,138.16,19.36,23.2,15.52,79.49,4.15,20.95,2.52,S_0024,2020-11-30,0-20,5.83,0.98,0.077,SL
Navi Mumbai,19.033,73.0297,2021-01-03,0.0,0.0,75.63,20.26,24.67,15.84,78.54,8.74,21.1,2.79,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-01-10,0.0,0.0,68.72,20.19,24.92,15.46,80.64,6.59,21.37,2.91,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-01-17,0.0,0.0,68.72,20.16,24.97,15.34,80.52,8.89,21.78,3.01,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-01-24,0.0,0.0,23.06,20.02,24.21,15.84,81.06,7.58,22.3,2.85,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-01-31,0.0,0.0,23.06,20.34,24.34,16.34,79.21,6.72,22.91,2.89,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-02-07,0.0,0.0,18.96,20.51,24.26,16.76,78.04,8.92,23.61,2.89,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-02-14,0.0,0.0,16.51,20.61,25.35,15.86,79.57,8.02,24.36,3.38,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-02-21,0.0,0.0,16.51,20.11,24.62,15.61,82.46,7.83,25.15,3.35,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-02-28,0.0,0.0,0.0,20.56,25.11,16.01,79.5,5.23,25.96,3.52,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-03-07,0.0,0.0,0.0,29.18,33.25,25.11,83.83,12.09,26.75,4.18,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-03-14,0.0,0.0,0.0,28.29,32.1,24.48,77.62,12.41,27.52,4.09,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-03-21,0.0,0.0,0.0,29.07,33.72,24.41,80.22,13.22,28.23,4.73,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-03-28,0.0,0.0,0.0,29.2,33.13,25.27,75.48,12.27,28.89,4.43,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-04-04,0.0,0.0,0.0,30.02,34.36,25.67,81.91,11.35,29.47,4.86,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-04-11,0.0,0.0,0.0,30.69,34.42,26.96,81.55,10.93,29.97,4.64,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-04-18,0.0,0.0,0.0,30.58,35.44,25.71,77.68,11.67,30.38,5.36,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-04-25,0.0,0.0,0.0,31.05,34.99,27.11,80.93,11.08,30.72,4.91,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-05-02,0.0,0.0,0.0,31.23,35.73,26.73,78.54,11.2,30.98,5.33,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-05-09,0.0,0.0,0.0,32.48,36.75,28.2,78.75,13.22,31.17,5.35,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-05-16,10.61,10.61,10.61,32.11,36.07,28.16,81.75,10.07,27.96,5.11,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-05-23,16.6,27.21,27.21,32.13,36.7,27.56,79.76,11.67,28.03,5.54,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-05-30,27.28,54.49,54.49,32.7,36.98,28.41,79.59,10.69,28.08,5.41,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-06-06,203.91,258.4,258.4,27.45,30.08,24.82,89.08,18.09,13.48,3.82,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-06-13,234.04,481.83,492.44,27.98,30.41,25.56,89.13,17.32,8.99,3.71,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-06-20,538.62,1020.45,1031.06,26.71,29.1,24.33,89.54,19.11,8.99,3.58,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-06-27,333.66,1310.23,1364.72,26.85,29.6,24.1,90.69,17.53,8.98,3.85,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-07-04,38.43,1193.78,1403.15,28.3,30.77,25.83,90.48,17.51,11.21,3.76,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-07-11,149.33,1132.0,1552.48,28.2,30.76,25.65,88.83,18.39,7.84,3.82,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-07-18,236.67,1009.18,1789.15,28.36,30.68,26.04,84.34,16.72,12.29,3.64,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-07-25,216.11,804.44,2005.26,27.98,30.38,25.57,91.88,17.96,8.92,3.66,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-08-01,321.35,930.79,2326.61,27.47,30.34,24.6,92.28,17.28,7.77,3.95,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-08-08,294.52,1073.64,2610.52,28.5,31.21,25.79,94.85,17.54,7.73,3.9,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-08-15,157.82,1022.66,2768.33,27.46,29.75,25.17,89.58,17.32,9.87,3.49,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-08-22,109.04,893.04,2860.77,28.21,31.09,25.32,88.07,18.94,8.7,3.94,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-08-29,205.22,876.3,3038.72,26.93,29.44,24.42,91.63,16.92,7.53,3.5,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-09-05,258.56,798.42,3030.5,27.05,29.45,24.65,86.79,18.59,9.55,3.41,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-09-12,307.48,886.81,3166.8,26.89,29.65,24.14,89.7,18.27,8.35,3.58,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-09-19,219.09,1039.64,2847.28,26.62,29.13,24.12,85.64,16.02,10.23,3.33,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-09-26,202.64,1028.05,2716.26,26.09,28.56,23.63,90.27,17.9,7.0,3.18,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-10-03,80.16,1000.11,2726.47,25.92,28.95,22.89,82.75,12.55,17.49,3.4,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-10-10,14.56,660.89,2505.51,28.22,32.7,23.73,80.84,5.4,23.71,4.29,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-10-17,10.52,365.46,2365.73,27.49,31.83,23.16,80.05,7.77,23.02,4.02,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-10-24,15.69,197.8,2094.65,26.89,31.36,22.42,82.44,7.47,22.33,3.9,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-10-31,0.0,40.76,1852.21,26.79,30.29,23.3,81.44,7.04,24.25,3.35,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-11-07,0.0,26.21,1580.77,26.36,30.95,21.76,80.25,6.87,23.52,3.67,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-11-14,0.0,15.69,1414.59,25.49,29.68,21.3,79.46,4.84,22.84,3.33,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-11-21,0.0,0.0,1262.37,25.02,29.05,21.0,78.82,7.3,22.24,3.16,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-11-28,0.0,0.0,1082.61,24.55,28.73,20.38,77.48,7.77,21.74,3.11,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-12-05,0.0,0.0,850.14,21.01,25.48,16.54,82.88,7.73,21.34,2.89,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-12-12,0.0,0.0,542.66,20.65,24.96,16.34,78.86,6.7,21.07,2.77,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-12-19,0.0,0.0,316.3,19.4,23.83,14.98,74.5,5.05,20.93,2.71,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2021-12-26,0.0,0.0,55.36,19.84,23.92,15.76,80.61,8.5,20.92,2.62,S_0061,2021-02-01,0-20,6.2,1.85,0.144,SL
Navi Mumbai,19.033,73.0297,2022-01-02,0.0,0.0,40.76,20.14,24.48,15.79,79.92,7.17,21.06,2.76,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-01-09,0.0,0.0,26.21,20.13,24.41,15.85,80.7,7.38,21.32,2.76,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-01-16,0.0,0.0,15.69,19.88,24.59,15.18,77.84,8.18,21.71,2.94,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-01-23,0.0,0.0,0.0,20.49,24.03,16.94,78.97,7.65,22.22,2.64,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-01-30,0.0,0.0,0.0,18.92,23.47,14.37,78.68,7.17,22.82,2.96,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-02-06,0.0,0.0,0.0,20.55,24.67,16.42,77.61,7.27,23.51,3.02,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-02-13,0.0,0.0,0.0,20.73,24.69,16.78,79.61,7.7,24.25,3.07,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-02-20,0.0,0.0,0.0,19.68,24.44,14.92,80.12,6.99,25.04,3.38,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-02-27,0.0,0.0,0.0,20.62,24.68,16.55,80.93,4.96,25.84,3.3,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-03-06,0.0,0.0,0.0,26.84,31.15,22.54,81.06,10.36,26.64,4.1,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-03-13,0.0,0.0,0.0,29.01,33.15,24.88,80.01,12.58,27.41,4.31,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-03-20,0.0,0.0,0.0,28.91,33.3,24.53,75.45,13.69,28.13,4.54,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-03-27,0.0,0.0,0.0,30.41,35.04,25.78,77.79,11.46,28.8,4.93,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-04-03,0.0,0.0,0.0,30.21,34.82,25.59,82.37,13.87,29.39,5.0,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-04-10,19.85,19.85,19.85,30.9,35.27,26.53,83.82,10.75,23.5,5.04,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-04-17,20.13,39.98,39.98,30.52,34.8,26.24,82.91,12.03,23.81,5.0,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-04-24,0.0,39.98,39.98,31.1,36.2,26.0,77.92,12.71,30.68,5.62,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-05-01,0.0,39.98,39.98,31.25,35.62,26.88,80.01,11.38,30.95,5.23,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-05-08,13.0,33.14,52.98,32.49,36.61,28.37,82.52,13.92,27.81,5.25,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-05-15,0.0,22.66,52.98,32.66,37.01,28.31,78.13,11.58,31.29,5.44,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-05-22,0.0,13.0,52.98,33.27,37.23,29.3,83.22,15.56,31.38,5.27,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-05-29,0.0,13.0,52.98,33.01,37.64,28.37,80.76,12.08,31.44,5.7,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
Navi Mumbai,19.033,73.0297,2022-06-05,153.47,153.47,206.45,28.86,32.06,25.66,88.35,14.76,14.61,4.36,S_0098,2022-09-18,0-20,6.29,0.52,0.041,L
