city,lat,lon,date,rainfall_30d,rainfall_90d,temp_mean,temp_max,humidity_mean,drought_index,Sample_ID,Soil_Collection_Date,Depth_cm,pH,Org_Carbon_pct,Nitrogen_pct,Texture_Code
Solapur,17.6599,75.9064,2023-01-01,0.0,52.1,16.2,26.4,60.0,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-01-08,0.0,52.1,16.9,28.9,57.7,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-01-15,0.0,52.1,15.3,29.4,60.6,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-01-22,0.0,52.1,16.7,28.4,61.3,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-01-29,0.0,15.8,16.4,27.6,59.2,14.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-02-05,0.0,15.8,15.9,28.8,60.8,20.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-02-12,0.0,13.6,15.3,29.1,59.9,20.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-02-19,0.0,13.6,16.6,29.3,59.5,20.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-02-26,0.0,0.0,17.9,29.9,61.1,46.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-03-05,0.0,0.0,23.2,34.5,58.3,50.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-03-12,0.0,0.0,24.6,33.6,59.6,50.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-03-19,0.0,0.0,26.2,38.4,57.2,50.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-03-26,0.0,0.0,27.8,41.5,58.0,51.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-04-02,0.0,0.0,27.1,37.9,57.6,50.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-04-09,2.2,2.2,27.0,38.7,61.0,50.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-04-16,2.6,2.6,29.6,42.2,62.6,56.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-04-23,2.6,2.6,29.1,41.1,61.7,54.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-04-30,2.6,2.6,29.8,42.0,59.2,54.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-05-07,0.4,2.6,30.7,42.9,59.2,57.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-05-14,0.0,2.6,31.9,44.8,59.1,54.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-05-21,0.0,2.6,31.4,43.4,59.1,54.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-05-28,0.0,2.6,31.9,44.1,61.1,60.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-06-04,30.5,33.1,29.1,42.9,73.8,57.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-06-11,57.1,59.7,27.3,39.8,84.8,51.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-06-18,103.0,105.6,27.8,40.2,78.7,3.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-06-25,110.4,113.0,27.6,40.0,81.3,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-07-02,138.2,162.5,27.1,38.9,82.6,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-07-09,128.9,173.7,27.1,38.6,82.5,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-07-16,70.2,173.2,28.0,41.9,79.1,1.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-07-23,86.7,190.8,27.4,39.4,83.2,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-07-30,88.5,229.1,27.8,39.5,79.9,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-08-06,102.8,276.1,27.5,39.7,87.6,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-08-13,157.0,330.3,27.8,41.8,82.5,1.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-08-20,156.7,347.6,26.7,40.4,79.9,1.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-08-27,232.5,461.6,28.3,39.0,87.9,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-09-03,250.4,475.5,26.3,36.9,76.7,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-09-10,277.1,524.4,26.2,39.0,82.0,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-09-17,270.8,515.3,25.7,36.6,86.6,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-09-24,218.6,540.9,25.9,38.4,84.2,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-10-01,215.4,561.5,24.9,37.8,81.0,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-10-08,179.6,548.1,26.6,38.8,57.0,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-10-15,117.4,548.1,25.3,40.0,61.2,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-10-22,63.0,530.5,24.5,37.2,58.7,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-10-29,4.3,483.1,24.2,36.1,62.2,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-11-05,4.3,440.0,24.0,36.5,58.0,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-11-12,5.9,397.0,23.8,34.9,60.0,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-11-19,17.4,358.3,22.1,33.8,62.7,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-11-26,28.8,250.2,21.2,32.8,63.6,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-12-03,24.5,210.7,19.6,33.2,57.7,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-12-10,24.5,168.7,17.6,32.3,61.4,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-12-17,23.0,127.3,16.2,29.8,59.2,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-12-24,0.0,66.4,16.8,27.2,63.2,0.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2023-12-31,0.0,28.8,16.4,27.8,57.7,14.0,S_0143,2023-07-15,0-20,7.86,1.24,0.106,C
Solapur,17.6599,75.9064,2024-01-07,0.0,28.8,16.0,25.2,61.4,20.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-01-14,0.0,28.8,15.2,26.5,60.8,20.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-01-21,0.0,28.8,16.0,28.2,61.3,20.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-01-28,0.0,24.5,16.7,27.7,63.6,20.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-02-04,0.0,24.5,16.0,28.1,59.5,20.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-02-11,0.0,23.0,16.8,26.9,59.5,20.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-02-18,0.0,9.7,17.3,31.6,61.2,24.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-02-25,0.0,0.0,15.7,25.7,61.1,50.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-03-03,0.0,0.0,20.6,35.2,59.8,50.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-03-10,0.0,0.0,27.2,36.6,59.4,50.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-03-17,0.0,0.0,26.4,37.2,60.1,50.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-03-24,0.0,0.0,27.1,40.9,60.3,51.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-03-31,0.0,0.0,28.2,37.7,60.7,50.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-04-07,2.5,2.5,28.8,41.9,60.1,51.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-04-14,25.9,25.9,27.9,41.2,63.7,43.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-04-21,25.9,25.9,29.5,41.1,60.0,21.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-04-28,69.9,69.9,30.1,39.1,64.2,14.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-05-05,94.0,96.5,31.1,43.4,64.9,6.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-05-12,118.8,121.4,30.5,41.6,67.0,3.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-05-19,95.5,121.4,30.5,43.7,62.1,3.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-05-26,95.6,121.5,33.2,45.1,60.1,9.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-06-02,25.0,121.5,31.0,44.1,69.4,6.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-06-09,42.2,138.7,27.4,40.2,77.7,1.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-06-16,31.6,153.0,26.8,37.5,80.1,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-06-23,49.5,171.0,27.1,39.3,83.1,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-06-30,125.1,246.6,28.2,39.9,86.9,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-07-07,166.0,298.1,28.4,40.0,87.3,1.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-07-14,207.2,324.4,27.2,38.6,83.9,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-07-21,189.9,335.0,27.8,39.6,84.3,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-07-28,214.8,355.1,27.8,37.9,85.1,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-08-04,231.9,430.9,28.0,39.1,84.6,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-08-11,225.2,454.1,28.3,37.6,82.7,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-08-18,245.2,484.7,27.8,38.8,84.4,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-08-25,225.9,521.2,26.8,37.9,87.3,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-09-01,204.4,604.4,26.2,35.6,87.4,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-09-08,290.2,690.4,26.6,38.8,85.3,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-09-15,223.0,676.2,26.0,40.5,78.5,1.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-09-22,203.7,665.4,26.2,37.5,78.8,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-09-29,200.5,630.0,24.5,36.8,84.3,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-10-06,63.1,585.5,25.9,39.3,65.7,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-10-13,60.3,539.1,25.5,37.7,56.8,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-10-20,51.2,529.1,24.6,35.6,60.4,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-10-27,3.1,465.0,23.9,36.8,55.8,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-11-03,0.6,351.1,23.8,36.3,57.7,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-11-10,2.4,291.8,22.9,35.3,60.5,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-11-17,2.4,279.5,22.5,33.8,63.9,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-11-24,1.7,249.1,21.0,32.7,62.5,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-12-01,27.0,181.9,21.7,34.9,64.9,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-12-08,25.2,87.9,17.2,30.0,55.9,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-12-15,25.2,78.2,16.5,25.5,57.8,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-12-22,25.2,78.2,16.4,26.5,57.7,0.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Solapur,17.6599,75.9064,2024-12-29,0.0,30.1,15.5,25.7,59.2,14.0,S_0180,2024-07-01,0-20,7.72,0.66,0.048,SiCL
Ahmednagar,19.0952,74.7496,2020-01-05,0.0,0.0,15.9,27.9,56.7,50.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-01-12,0.0,0.0,15.7,27.2,60.1,50.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-01-19,0.0,0.0,16.7,31.6,61.3,50.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-01-26,0.0,0.0,15.5,27.7,63.0,50.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-02-02,0.0,0.0,16.7,26.5,59.9,50.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-02-09,0.0,0.0,17.2,26.5,59.7,50.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-02-16,0.0,0.0,17.4,31.4,59.4,50.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-02-23,0.0,0.0,17.2,28.7,61.5,50.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-03-01,0.0,0.0,19.3,34.2,64.2,50.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-03-08,7.8,7.8,26.5,39.9,62.6,50.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-03-15,12.3,12.3,26.1,39.5,63.2,29.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-03-22,12.3,12.3,27.1,37.7,59.7,20.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-03-29,15.1,15.1,26.1,38.1,57.0,20.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-04-05,15.1,15.1,26.7,38.5,62.2,20.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-04-12,2.7,15.1,29.0,40.6,60.2,23.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-04-19,15.4,27.7,28.4,40.3,64.9,21.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-04-26,14.8,29.9,29.9,41.2,61.2,23.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-05-03,14.8,29.9,29.8,41.2,60.8,24.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-05-10,14.8,29.9,30.8,47.1,61.5,23.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-05-17,2.2,29.9,31.1,41.5,57.9,23.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-05-24,8.5,38.4,31.5,41.9,63.2,23.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-05-31,8.5,38.4,32.0,43.4,61.5,24.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-06-07,8.5,30.6,26.8,36.2,80.3,60.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-06-14,45.2,62.8,26.8,39.6,85.9,34.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-06-21,86.5,112.5,28.3,39.2,83.7,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-06-28,189.3,212.6,28.7,40.3,82.9,4.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-07-05,238.0,261.3,28.1,39.6,83.6,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-07-12,252.6,298.4,28.1,41.0,85.7,1.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-07-19,265.5,360.0,27.8,39.9,87.1,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-07-26,194.3,362.2,26.4,37.6,79.2,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-08-02,150.9,362.2,27.4,39.2,82.0,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-08-09,114.0,382.9,27.8,40.4,80.4,1.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-08-16,125.7,427.5,27.8,42.1,78.5,1.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-08-23,104.1,457.8,26.3,38.0,81.1,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-08-30,176.1,529.8,26.2,40.7,83.0,1.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-09-06,293.3,665.3,27.2,38.6,88.7,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-09-13,296.6,634.3,26.7,39.5,81.0,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-09-20,227.8,589.7,23.7,34.9,85.5,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-09-27,264.9,533.4,25.5,39.5,82.8,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-10-04,85.3,473.8,25.1,36.7,71.6,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-10-11,71.6,454.9,25.2,36.9,63.4,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-10-18,57.1,393.3,24.8,37.4,58.3,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-10-25,29.8,388.9,25.1,37.3,63.4,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-11-01,8.3,388.9,24.5,34.2,58.8,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-11-08,0.0,368.2,24.0,35.8,60.3,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-11-15,0.0,323.6,22.3,35.1,58.9,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-11-22,0.0,284.8,21.9,34.8,60.5,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-11-29,0.0,200.9,21.8,34.4,63.2,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-12-06,0.0,71.6,17.8,30.2,62.0,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-12-13,0.0,71.6,17.6,29.7,56.9,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-12-20,0.0,57.1,15.7,28.5,60.2,0.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2020-12-27,0.0,20.0,15.6,26.9,60.8,20.0,S_0001,2020-10-01,0-20,7.23,0.71,0.065,SiCL
Ahmednagar,19.0952,74.7496,2021-01-03,0.0,8.3,16.1,26.3,61.8,46.0,S_0038,2021-11-14,0-20,7.99,0.72,0.057,C
Ahmednagar,19.0952,74.7496,2021-01-10,0.0,0.0,15.9,27.8,57.7,50.0,S_0038,2021-11-14,0-20,7.99,0.72,0.057,C
Ahmednagar,19.0952,74.7496,2021-01-17,0.0,0.0,15.4,28.6,57.1,50.0,S_0038,2021-11-14,0-20,7.99,0.72,0.057,C
Ahmednagar,19.0952,74.7496,2021-01-24,0.0,0.0,16.0,26.4,58.8,50.0,S_0038,2021-11-14,0-20,7.99,0.72,0.057,C
Ahmednagar,19.0952,74.7496,2021-01-31,0.0,0.0,15.4,27.0,60.5,50.0,S_0038,2021-11-14,0-20,7.99,0.72,0.057,C
Ahmednagar,19.0952,74.7496,2021-02-07,0.0,0.0,15.2,24.6,60.5,50.0,S_0038,2021-11-14,0-20,7.99,0.72,0.057,C
Ahmednagar,19.0952,74.7496,2021-02-14,0.0,0.0,16.4,25.5,58.4,50.0,S_0038,2021-11-14,0-20,7.99,0.72,0.057,C
Ahmednagar,19.0952,74.7496,2021-02-21,0.0,0.0,15.8,30.1,59.0,50.0,S_0038,2021-11-14,0-20,7.99,0.72,0.057,C
Ahmednagar,19.0952,74.7496,2021-02-28,0.0,0.0,18.1,28.0,59.7,50.0,S_0038,2021-11-14,0-20,7.99,0.72,0.057,C
Ahmednagar,19.0952,74.7496,2021-03-07,0.0,0.0,26.0,36.3,61.4,50.0,S_0038,2021-11-14,0-20,7.99,0.72,0.057,C
Ahmednagar,19.0952,74.7496,2021-03-14,0.0,0.0,26.1,38.7,63.3,50.0,S_0038,2021-11-14,0-20,7.99,0.72,0.057,C
Ahmednagar,19.0952,74.7496,2021-03-21,1.2,1.2,26.2,37.7,60.9,50.0,S_0038,2021-11-14,0-20,7.99,0.72,0.057,C
Ahmednagar,19.0952,74.7496,2021-03-28,4.1,4.1,26.9,39.1,60.2,50.0,S_0038,2021-11-14,0-20,7.99,0.72,0.057,C
Ahmednagar,19.0952,74.7496,2021-04-04,4.1,4.1,26.6,37.8,56.6,50.0,S_0038,2021-11-14,0-20,7.99,0.72,0.057,C
Ahmednagar,19.0952,74.7496,2021-04-11,19.5,19.5,27.6,40.5,61.9,30.0,S_0038,2021-11-14,0-20,7.99,0.72,0.057,C
Ahmednagar,19.0952,74.7496,2021-04-18,18.3,19.5,28.4,39.4,59.7,20.0,S_0038,2021-11-14,0-20,7.99,0.72,0.057,C
Ahmednagar,19.0952,74.7496,2021-04-25,15.4,19.5,29.7,40.1,63.6,21.0,S_0038,2021-11-14,0-20,7.99,0.72,0.057,C
Ahmednagar,19.0952,74.7496,2021-05-02,15.4,19.5,29.0,40.7,60.8,23.0,S_0038,2021-11-14,0-20,7.99,0.72,0.057,C
